,title,adult,genre_ids,original_language,popularity,release_date,vote_average,vote_count,Date,Budget,Rank,Worldwide,Domestic,%,Foreign,%.1,Title
5318,The Eyes of My Mother,,,,,,,,,,591.0,"$29,539","$27,099",91.7%,"$2,440",8.3%,The Eyes of My Mother
5319,The Eyes of Orson Welles,,,,,,,,,,666.0,"$68,328","$10,253",15%,"$58,075",85%,The Eyes of Orson Welles
5320,The Fall,False,"[Adventure, Drama, Fantasy]",en,9.113,2008-01-03,7.7,738.0,,,,,,,,,The Fall
5321,The Fall of the American Empire,,,,,,,,,,272.0,"$4,110,928","$2,178,460",53%,"$1,932,468",47%,The Fall of the American Empire
5322,The Fallen Idol 2016 Re-release,,,,,,,,,,445.0,"$199,619","$199,619",100%,-,-,The Fallen Idol 2016 Re-release
5323,The Falling,,,,,,,,,,395.0,"$569,498",-,-,"$569,498",100%,The Falling
5324,The Family,,,,,,,,,,875.0,"$3,696","$3,696",100%,-,-,The Family
5325,The Family Fang,,,,,,,,,,381.0,"$649,555","$262,921",40.5%,"$386,634",59.5%,The Family Fang
5326,The Family Man,,,,,,,,"Dec 22, 2000"," $60,000,000",," $124,715,863"," $75,764,085",,,,The Family Man
5327,The Fan,,,,,,,,"Aug 16, 1996"," $55,000,000",," $18,582,965"," $18,582,965",,,,The Fan
5328,The Fantastic Four,,,,,,,,"Aug 5, 2015"," $120,000,000",," $167,849,187"," $56,117,548",,,,The Fantastic Four
5329,The Farewell,False,"[Comedy, Drama]",en,17.672,2019-07-12,7.7,415.0,,,134.0,"$22,110,994","$17,695,781",80%,"$4,415,213",20%,The Farewell
5330,The Farewell Party,,,,,,,,,,362.0,"$951,531","$172,860",18.2%,"$778,671",81.8%,The Farewell Party
5331,The Farthest,,,,,,,,,,560.0,"$44,921","$14,773",32.9%,"$30,148",67.1%,The Farthest
5332,The Fast and the Furious,False,"[Action, Crime, Thriller]",en,1.984,2001-06-22,6.8,6014.0,"Jun 22, 2001"," $38,000,000",," $206,512,310"," $144,512,310",,,,The Fast and the Furious
5333,The Fast and the Furious: Tokyo Drift,,,,,,,,"Jun 16, 2006"," $85,000,000",," $157,794,205"," $62,615,510",,,,The Fast and the Furious: Tokyo Drift
5334,The Fate of Lee Khan,,,,,,,,,,660.0,"$4,295","$4,295",100%,-,-,The Fate of Lee Khan
5335,The Fate of the Furious,False,"[Action, Crime, Thriller]",en,20.976999999999997,2017-04-12,6.9,6908.0,"Apr 7, 2017"," $250,000,000",3.0,"$1,236,005,118","$226,008,385",18.3%,"$1,009,996,733",81.7%,The Fate of the Furious
5336,The Fault in Our Stars,False,"[Drama, Romance]",en,15.296,2014-05-16,7.6,8035.0,,,,,,,,,The Fault in Our Stars
5337,The Favourite,False,"[Drama, History, Comedy]",en,18.099,2018-11-23,7.6,2937.0,,,66.0,"$95,918,706","$34,366,783",35.8%,"$61,551,923",64.2%,The Favourite
5338,The Female Brain,,,,,,,,,,765.0,"$21,786","$21,786",100%,-,-,The Female Brain
5339,The Fencer 2016 Re-release,,,,,,,,,,385.0,"$599,537","$95,952",16%,"$503,585",84%,The Fencer 2016 Re-release
5340,The Fiancé,,,,,,,,,,609.0,"$23,986","$23,986",100%,-,-,The Fiancé
5341,The Fifth Element,False,"[Action, Adventure, Fantasy, Science Fiction, Thriller]",en,29.980999999999998,1997-05-02,7.5,6931.0,"May 9, 1997"," $95,000,000",," $263,898,761"," $63,570,862",,,,The Fifth Element
5342,The Fifth Element 2017 Re-release,,,,,,,,,,503.0,"$109,786",-,-,"$109,786",100%,The Fifth Element 2017 Re-release
5343,The Fight Within,,,,,,,,,,501.0,"$94,326","$94,326",100%,-,-,The Fight Within
5344,The Fighter,False,[Drama],en,19.018,2010-12-17,7.3,2630.0,,,,,,,,,The Fighter
5345,The Fighting Preacher,,,,,,,,,,290.0,"$954,641","$954,641",100%,-,-,The Fighting Preacher
5346,The Final Destination,,,,,,,,"Aug 28, 2009"," $40,000,000",," $187,384,627"," $66,477,700",,,,The Final Destination
5347,The Final Wish,,,,,,,,,,503.0,"$95,215","$25,183",26.4%,"$70,032",73.6%,The Final Wish
5348,The Final Year,,,,,,,,,,520.0,"$262,286","$191,900",73.2%,"$70,386",26.8%,The Final Year
5349,The Finest Hours,,,,,,,,"Jan 27, 2016"," $70,000,000",112.0,"$52,099,090","$27,569,558",52.9%,"$24,529,532",47.1%,The Finest Hours
5350,The Fireflies Are Gone,,,,,,,,,,527.0,"$245,006","$245,006",100%,-,-,The Fireflies Are Gone
5351,The Firm,False,"[Drama, Mystery, Thriller]",en,9.624,1993-06-30,6.7,1016.0,"Jun 30, 1993"," $42,000,000",," $270,340,892"," $158,340,892",,,,The Firm
5352,The First Beautiful Thing,False,"[Comedy, Drama]",it,6.265,2010-01-15,7.4,316.0,,,,,,,,,The First Beautiful Thing
5353,The First Day of the Rest of Your Life,False,[Drama],fr,7.051,2008-07-23,7.6,300.0,,,,,,,,,The First Day of the Rest of Your Life
5354,The First King: Birth of an Empire,False,"[History, Action, Drama]",la,10.478,2019-01-31,7.6,448.0,,,,,,,,,The First King: Birth of an Empire
5355,The First Monday in May,,,,,,,,,,358.0,"$1,072,943","$527,474",49.2%,"$545,469",50.8%,The First Monday in May
5356,The First Purge,,,,,,,,,,51.0,"$137,056,262","$69,488,745",50.7%,"$67,567,517",49.3%,The First Purge
5357,The Fisher King,False,"[Comedy, Drama]",en,8.964,1991-09-09,7.3,719.0,,,,,,,,,The Fisher King
5358,The Fits,,,,,,,,,,451.0,"$169,236","$166,425",98.3%,"$2,811",1.7%,The Fits
5359,The Flintstones,False,"[Comedy, Fantasy, Family]",en,12.966,1994-05-26,5.2,1433.0,"May 27, 1994"," $45,000,000",," $358,500,000"," $130,531,208",,,,The Flintstones
5360,The Flintstones in Viva Rock Vegas,,,,,,,,"Apr 28, 2000"," $58,000,000",," $59,431,365"," $35,231,365",,,,The Flintstones in Viva Rock Vegas
5361,The Florida Project,False,[Drama],en,11.277999999999999,2017-10-06,7.4,1372.0,,,194.0,"$10,971,298","$5,904,366",53.8%,"$5,066,932",46.2%,The Florida Project
5362,The Flowers of War,False,"[Drama, History, War]",zh,9.609,2011-12-15,7.4,381.0,,,,,,,,,The Flowers of War
5363,The Fly,False,"[Horror, Science Fiction]",en,10.862,1986-08-15,7.3,2245.0,,,,,,,,,The Fly
5364,The Fog 2018 Re-release,,,,,,,,,,662.0,"$70,421","$70,421",100%,-,-,The Fog 2018 Re-release
5365,The Forbidden Kingdom,,,,,,,,"Apr 18, 2008"," $55,000,000",," $129,075,270"," $52,075,270",,,,The Forbidden Kingdom
5366,The Forbidden Room,,,,,,,,,,553.0,"$48,082","$34,404",71.6%,"$13,678",28.4%,The Forbidden Room
5367,The Force,,,,,,,,,,542.0,"$59,912","$59,912",100%,-,-,The Force
5368,The Forecaster,,,,,,,,,,641.0,"$10,824","$10,172",94%,$652,6%,The Forecaster
5369,The Foreigner,,,,,,,,"Sep 29, 2017"," $35,000,000",60.0,"$145,374,099","$34,393,507",23.7%,"$110,980,592",76.3%,The Foreigner
5370,The Forest,,,,,,,,,,129.0,"$39,712,000","$26,594,261",67%,"$13,117,739",33%,The Forest
5371,The Forest for the Trees,,,,,,,,,,775.0,"$1,410","$1,410",100%,-,-,The Forest for the Trees
5372,The Forgotten,,,,,,,,"Sep 24, 2004"," $50,000,000",," $117,211,892"," $66,711,892",,,,The Forgotten
5373,The Fortress,,,,,,,,,,143.0,"$28,645,448","$252,895",0.9%,"$28,392,553",99.1%,The Fortress
5374,The Founder,,,,,,,,,,157.0,"$24,121,245","$12,786,053",53%,"$11,335,192",47%,The Founder
5375,The Fountain,,,,,,,,"Nov 22, 2006"," $35,000,000",," $15,461,638"," $10,144,010",,,,The Fountain
5376,The Four Feathers,,,,,,,,"Sep 20, 2002"," $35,000,000",," $29,882,645"," $18,306,166",,,,The Four Feathers
5377,The Free Speech Apocalypse,,,,,,,,,,701.0,"$3,726","$3,726",100%,-,-,The Free Speech Apocalypse
5378,The Freedom to Marry,,,,,,,,,,651.0,"$16,611","$16,611",100%,-,-,The Freedom to Marry
5379,The French Connection,False,"[Action, Crime, Thriller]",en,12.26,1971-10-09,7.6,874.0,,,,,,,,,The French Connection
5380,The Front Runner,,,,,,,,,,293.0,"$3,242,235","$2,000,105",61.7%,"$1,242,130",38.3%,The Front Runner
5381,The Fugitive,False,"[Adventure, Action, Thriller, Crime, Mystery]",en,14.842,1993-08-06,7.4,2365.0,"Aug 6, 1993"," $44,000,000",," $353,715,317"," $183,875,760",,,,The Fugitive
5382,The Full Monty,False,[Comedy],en,8.501,1997-08-13,7.0,911.0,,,,,,,,,The Full Monty
5383,The Fundamentals of Caring,False,"[Comedy, Drama]",en,9.169,2016-06-16,7.4,1381.0,,,,,,,,,The Fundamentals of Caring
5384,The Fury,False,"[Horror, Science Fiction, Thriller]",en,6.747999999999999,1978-03-10,6.2,150.0,,,,,,,,,The Fury
5385,The Fuzz,,,,,,,,,,729.0,"$6,067","$6,067",100%,-,-,The Fuzz
5386,The Gallows,,,,,,,,,,130.0,"$42,964,410","$22,764,410",53%,"$20,200,000",47%,The Gallows
5387,The Game,False,"[Drama, Mystery, Thriller]",en,15.413,1997-09-12,7.6,3317.0,"Sep 12, 1997"," $50,000,000",," $80,369,970"," $48,265,581",,,,The Game
5388,The Game Changers,,,,,,,,,,293.0,"$897,992","$739,711",82.4%,"$158,281",17.6%,The Game Changers
5389,"The Gangster, the Cop, the Devil",,,,,,,,,,128.0,"$25,775,371","$216,494",0.8%,"$25,558,877",99.2%,"The Gangster, the Cop, the Devil"
5390,The Garden,,,,,,,,,,655.0,"$5,006","$5,006",100%,-,-,The Garden
5391,The Garden of Words,False,"[Animation, Drama, Romance]",ja,12.525,2013-05-31,7.5,1008.0,,,,,,,,,The Garden of Words
5392,The Gardener,,,,,,,,,,673.0,"$62,734","$62,734",100%,-,-,The Gardener
5393,The Gauntlet,False,"[Action, Crime, Drama, Thriller]",en,7.8660000000000005,1977-12-21,6.7,233.0,,,,,,,,,The Gauntlet
5394,The Gender Card Flip,,,,,,,,,,754.0,"$3,774","$3,774",100%,-,-,The Gender Card Flip
5395,The General,False,"[Action, Adventure, Comedy]",en,11.487,1926-12-31,8.1,531.0,,,,,,,,,The General
5396,The General's Daughter,,,,,,,,"Jun 18, 1999"," $60,000,000",," $149,705,852"," $102,705,852",,,,The General's Daughter
5397,The Gentlemen,False,"[Action, Comedy, Crime]",en,38.284,2020-01-01,7.9,359.0,,,,,,,,,The Gentlemen
5398,The Getaway,False,"[Action, Crime, Thriller]",en,8.195,1972-09-20,7.1,252.0,,,,,,,,,The Getaway
5399,The Ghost Writer,,,,,,,,"Feb 19, 2010"," $45,000,000",," $65,532,491"," $15,541,549",,,,The Ghost Writer
5400,The Ghost and the Darkness,,,,,,,,"Oct 11, 1996"," $55,000,000",," $38,564,422"," $38,564,422",,,,The Ghost and the Darkness
5401,The Ghosts of Johnson Woods,,,,,,,,,,745.0,"$3,000","$3,000",100%,-,-,The Ghosts of Johnson Woods
5402,The Ghoul,,,,,,,,,,642.0,"$18,459","$2,032",11%,"$16,427",89%,The Ghoul
5403,The Giant Spider Invasion,,,,,,,,,,387.0,"$293,053","$293,053",100%,-,-,The Giant Spider Invasion
5404,The Gift,,,,,,,,,,108.0,"$58,978,653","$43,787,265",74.2%,"$15,191,388",25.8%,The Gift
5405,The Girl Who Leapt Through Time,False,"[Fantasy, Animation, Drama, Science Fiction]",ja,12.437000000000001,2006-07-15,7.8,1058.0,,,,,,,,,The Girl Who Leapt Through Time
5406,The Girl Without Hands,,,,,,,,,,479.0,"$121,020","$21,787",18%,"$99,233",82%,The Girl Without Hands
5407,The Girl in the Book,,,,,,,,,,518.0,"$81,379","$8,245",10.1%,"$73,134",89.9%,The Girl in the Book
5408,The Girl in the Spider's Web,,,,,,,,,,127.0,"$35,164,920","$14,841,338",42.2%,"$20,323,582",57.8%,The Girl in the Spider's Web
5409,The Girl in the Spiderâs Web,,,,,,,,"Oct 25, 2018"," $43,000,000",," $34,983,342"," $14,828,555",,,,The Girl in the Spiderâs Web
5410,The Girl on the Train,,,,,,,,"Oct 5, 2016"," $45,000,000",53.0,"$173,185,859","$75,395,035",43.5%,"$97,790,824",56.5%,The Girl on the Train
5411,The Girl with the Dragon Tattoo,False,"[Crime, Drama, Mystery, Thriller]",sv,18.153,2009-02-27,7.5,1793.0,"Dec 20, 2011"," $90,000,000",," $239,373,970"," $102,515,793",,,,The Girl with the Dragon Tattoo
5413,The Glass Castle,,,,,,,,,,159.0,"$22,088,533","$17,273,059",78.2%,"$4,815,474",21.8%,The Glass Castle
5414,The Gliksmans,,,,,,,,,,651.0,"$5,166","$5,166",100%,-,-,The Gliksmans
5415,The Glimmer Man,,,,,,,,"Oct 4, 1996"," $45,000,000",," $36,404,841"," $20,404,841",,,,The Glimmer Man
5416,The Goalie's Anxiety at the Penalty Kick,False,"[Crime, Drama]",de,1.065,1972-02-19,5.0,10.0,,,,,,,,,The Goalie's Anxiety at the Penalty Kick
5417,The Godfather,False,"[Crime, Drama]",en,29.365,1972-03-14,8.7,11487.0,,,,,,,,,The Godfather
5418,The Godfather: Part II,False,"[Crime, Drama]",en,21.991999999999997,1974-12-20,8.5,6754.0,,,,,,,,,The Godfather: Part II
5419,The Godfather: Part III,False,"[Crime, Drama, Thriller]",en,20.961,1990-12-24,7.4,3369.0,"Dec 25, 1990"," $54,000,000",," $66,520,529"," $66,520,529",,,,The Godfather: Part III
5420,The Gods Must Be Crazy,False,"[Action, Comedy]",en,25.445999999999998,1980-09-10,7.1,526.0,,,,,,,,,The Gods Must Be Crazy
5421,The Gold Rush,False,"[Adventure, Comedy, Drama]",en,12.815999999999999,1925-06-25,8.0,733.0,,,,,,,,,The Gold Rush
5422,The Golden Child,False,"[Action, Adventure, Comedy, Fantasy, Mystery]",en,9.967,1986-12-12,5.8,599.0,,,,,,,,,The Golden Child
5423,The Golden Compass,False,"[Adventure, Fantasy]",en,14.013,2007-12-04,6.0,3005.0,"Dec 7, 2007"," $205,000,000",," $367,262,558"," $70,107,728",,,,The Golden Compass
5424,The Golden Glove,,,,,,,,,,323.0,"$604,147","$6,160",1%,"$597,987",99%,The Golden Glove
5425,The Golden Voyage of Sinbad,False,"[Action, Adventure, Drama, Fantasy]",en,7.861000000000001,1973-12-20,6.6,101.0,,,,,,,,,The Golden Voyage of Sinbad
5426,The Goldfinch,,,,,,,,"Sep 12, 2019"," $40,000,000",163.0,"$10,537,581","$5,332,621",50.6%,"$5,204,960",49.4%,The Goldfinch
5427,The Good Dinosaur,False,"[Adventure, Animation, Family]",en,17.31,2015-11-14,6.7,3491.0,"Nov 25, 2015"," $187,500,000",22.0,"$332,207,671","$123,087,120",37.1%,"$209,120,551",62.9%,The Good Dinosaur
5428,The Good German,,,,,,,,"Dec 15, 2006"," $32,000,000",," $6,678,033"," $1,308,696",,,,The Good German
5429,The Good Liar,,,,,,,,,,117.0,"$33,756,058","$17,156,058",50.8%,"$16,600,000",49.2%,The Good Liar
5430,The Good Lie,False,[Drama],en,6.813,2014-06-27,7.3,315.0,,,,,,,,,The Good Lie
5431,The Good Neighbor,,,,,,,,,,507.0,"$90,573",-,-,"$90,573",100%,The Good Neighbor
5432,"The Good, the Bad and the Ugly",False,[Western],it,20.43,1966-12-23,8.4,4683.0,,,,,,,,,"The Good, the Bad and the Ugly"
5433,The Goodbye Girl,False,"[Comedy, Romance]",en,5.956,1977-11-30,7.0,70.0,,,,,,,,,The Goodbye Girl
5434,The Goonies,False,"[Adventure, Comedy, Family]",en,13.53,1985-06-07,7.5,3298.0,,,,,,,,,The Goonies
5435,The Goonies 2019 Re-release,,,,,,,,,,279.0,"$1,089,463","$864,378",79.3%,"$225,085",20.7%,The Goonies 2019 Re-release
5436,The Gospel According to André,,,,,,,,,,450.0,"$454,550","$400,713",88.2%,"$53,837",11.8%,The Gospel According to André
5437,The Gospel of Eureka,,,,,,,,,,593.0,"$20,039","$20,039",100%,-,-,The Gospel of Eureka
5438,The Grace of Jake,,,,,,,,,,618.0,"$23,078","$23,078",100%,-,-,The Grace of Jake
5439,The Gracefield Incident,,,,,,,,,,509.0,"$102,256",-,-,"$102,256",100%,The Gracefield Incident
5440,The Graduate,False,"[Comedy, Drama]",en,11.477,1967-12-21,7.7,1784.0,,,,,,,,,The Graduate
5441,The Grand Budapest Hotel,False,"[Comedy, Drama]",en,22.717,2014-02-26,8.0,9109.0,"Mar 5, 2014"," $31,000,000",," $163,981,261"," $59,076,019",,,,The Grand Budapest Hotel
5442,The Grapes of Wrath,False,[Drama],en,11.232000000000001,1940-03-15,7.9,458.0,,,,,,,,,The Grapes of Wrath
5443,The Greasy Strangler,,,,,,,,,,532.0,"$67,427","$45,878",68%,"$21,549",32%,The Greasy Strangler
5444,The Great Battle,,,,,,,,,,117.0,"$41,509,280","$472,166",1.1%,"$41,037,114",98.9%,The Great Battle
5445,The Great Beauty,False,[Drama],it,11.315999999999999,2013-05-21,7.5,1759.0,,,,,,,,,The Great Beauty
5446,The Great Buster,,,,,,,,,,604.0,"$125,807","$118,344",94.1%,"$7,463",5.9%,The Great Buster
5447,The Great Dictator,False,[Comedy],en,14.357999999999999,1940-10-15,8.4,1738.0,,,,,,,,,The Great Dictator
5448,The Great Escape,False,"[Adventure, Drama, History, Thriller, War]",en,12.24,1963-06-20,8.0,1383.0,,,,,,,,,The Great Escape
5449,The Great Gatsby,False,"[Drama, Romance]",en,7.03,1974-03-27,6.3,274.0,"May 10, 2013"," $190,000,000",," $353,640,419"," $144,840,419",,,,The Great Gatsby
5451,The Great Man,,,,,,,,,,662.0,"$7,814","$7,814",100%,-,-,The Great Man
5452,The Great Raid,,,,,,,,"Aug 12, 2005"," $60,000,000",," $10,597,070"," $10,166,502",,,,The Great Raid
5453,The Great Silence,,,,,,,,,,694.0,"$53,074","$53,074",100%,-,-,The Great Silence
5454,The Great Waldo Pepper,False,"[Action, Adventure, Drama]",en,3.5389999999999997,1975-03-13,6.2,31.0,,,,,,,,,The Great Waldo Pepper
5455,The Great Wall,,,,,,,,"Dec 15, 2016"," $150,000,000",27.0,"$334,933,831","$45,540,830",13.6%,"$289,393,001",86.4%,The Great Wall
5456,The Greatest Showman,False,[Drama],en,16.223,2017-12-20,8.0,5965.0,"Dec 11, 2017"," $84,000,000",21.0,"$434,993,183","$174,340,174",40.1%,"$260,653,009",59.9%,The Greatest Showman
5457,The Green Hornet,,,,,,,,"Jan 14, 2011"," $110,000,000",," $229,155,503"," $98,780,042",,,,The Green Hornet
5458,The Green Inferno,,,,,,,,,,210.0,"$12,666,449","$7,192,291",56.8%,"$5,474,158",43.2%,The Green Inferno
5459,The Green Mile,False,"[Fantasy, Drama, Crime]",en,22.835,1999-12-10,8.5,9500.0,"Dec 10, 1999"," $60,000,000",," $290,701,374"," $136,801,374",,,,The Green Mile
5460,The Grinch,False,"[Animation, Comedy, Fantasy, Family]",en,20.387999999999998,2018-11-08,6.5,1530.0,,,,,,,,,The Grinch
5461,The Ground Beneath My Feet,,,,,,,,,,575.0,"$29,251","$29,251",100%,-,-,The Ground Beneath My Feet
5462,The Guardian,,,,,,,,"Sep 29, 2006"," $70,000,000",," $94,973,540"," $55,011,732",,,,The Guardian
5463,The Guardians,,,,,,,,,,262.0,"$4,167,608","$177,331",4.3%,"$3,990,277",95.7%,The Guardians
5464,The Guernsey Literary & Potato Peel Pie Society,False,"[Drama, History, Romance]",en,11.787,2018-04-19,7.6,737.0,,,,,,,,,The Guernsey Literary & Potato Peel Pie Society
5465,The Guilt Trip,,,,,,,,"Dec 19, 2012"," $40,000,000",," $41,294,674"," $37,134,215",,,,The Guilt Trip
5466,The Guilty,False,"[Crime, Drama, Thriller]",da,10.318,2018-06-14,7.3,617.0,,,266.0,"$4,598,051","$207,140",4.5%,"$4,390,911",95.5%,The Guilty
5467,The Gunman,,,,,,,,"Feb 19, 2015"," $40,000,000",167.0,"$24,177,137","$10,664,749",44.1%,"$13,512,388",55.9%,The Gunman
5468,The Guns of Navarone,False,"[Action, War]",en,11.21,1961-04-27,7.5,367.0,,,,,,,,,The Guns of Navarone
5469,The Hallow,,,,,,,,,,317.0,"$1,862,407","$13,906",0.7%,"$1,848,501",99.3%,The Hallow
5470,The Handmaiden,False,"[Drama, Thriller, Romance]",ko,19.915,2016-06-01,8.3,1557.0,,,133.0,"$37,692,886","$2,006,788",5.3%,"$35,686,098",94.7%,The Handmaiden
5471,The Hangover,False,[Comedy],en,19.049,2009-06-02,7.3,11472.0,"Jun 5, 2009"," $35,000,000",," $465,764,086"," $277,322,503",,,,The Hangover
5472,The Hangover 3,,,,,,,,"May 23, 2013"," $103,000,000",," $362,000,072"," $112,200,072",,,,The Hangover 3
5473,The Hangover Part II,,,,,,,,"May 26, 2011"," $80,000,000",," $586,464,305"," $254,464,305",,,,The Hangover Part II
5474,The Hangover Part III,False,[Comedy],en,11.583,2013-05-23,6.1,5701.0,,,,,,,,,The Hangover Part III
5475,The Happening,,,,,,,,"Jun 13, 2008"," $60,000,000",," $162,778,384"," $64,506,874",,,,The Happening
5476,The Happiest Day in the Life of Olli Maki,,,,,,,,,,388.0,"$562,537",-,-,"$562,537",100%,The Happiest Day in the Life of Olli Maki
5477,The Happy Prince,,,,,,,,,,303.0,"$2,621,992","$466,440",17.8%,"$2,155,552",82.2%,The Happy Prince
5478,The Happys,,,,,,,,,,770.0,"$21,108","$21,108",100%,-,-,The Happys
5479,The Happytime Murders,,,,,,,,"Aug 24, 2018"," $40,000,000",141.0,"$27,506,452","$20,706,452",75.3%,"$6,800,000",24.7%,The Happytime Murders
5480,The Hard Way,False,"[Action, Comedy, Crime]",en,8.312999999999999,1991-03-08,6.2,204.0,,,,,,,,,The Hard Way
5481,The Hate U Give,False,"[Crime, Drama]",en,12.181,2018-10-19,8.3,969.0,,,128.0,"$34,934,009","$29,719,483",85.1%,"$5,214,526",14.9%,The Hate U Give
5482,The Hateful Eight,False,"[Crime, Drama, Mystery, Western]",en,24.072,2015-12-25,7.7,9218.0,"Dec 25, 2015"," $62,000,000",48.0,"$155,760,117","$54,117,416",34.7%,"$101,642,701",65.3%,The Hateful Eight
5483,The Haunted Mansion,,,,,,,,"Nov 26, 2003"," $90,000,000",," $155,750,628"," $75,817,994",,,,The Haunted Mansion
5484,The Haunting,False,[Horror],en,8.917,1963-08-21,7.3,287.0,"Jul 23, 1999"," $80,000,000",," $180,188,905"," $91,188,905",,,,The Haunting
5485,The Heart of Nuba,,,,,,,,,,720.0,"$37,788","$37,788",100%,-,-,The Heart of Nuba
5486,The Heat,,,,,,,,"Jun 28, 2013"," $43,000,000",," $229,727,774"," $159,581,587",,,,The Heat
5487,The Heiresses,,,,,,,,,,398.0,"$811,196","$78,473",9.7%,"$732,723",90.3%,The Heiresses
5488,The Help,False,[Drama],en,13.412,2011-08-09,8.1,4467.0,,,,,,,,,The Help
5489,The Here After,,,,,,,,,,504.0,"$97,699",-,-,"$97,699",100%,The Here After
5490,The Hero,,,,,,,,,,263.0,"$4,101,699","$4,077,333",99.4%,"$24,366",0.6%,The Hero
5491,The Hidden Fortress,False,"[Action, Adventure, Comedy, Drama]",ja,11.219000000000001,1958-12-28,8.1,249.0,,,,,,,,,The Hidden Fortress
5492,The Hill Chris Climbed: The Gridiron Heroes Story,,,,,,,,,,613.0,"$23,487","$23,487",100%,-,-,The Hill Chris Climbed: The Gridiron Heroes Story
5493,The Hills Have Eyes,False,[Horror],en,6.816,1977-07-22,6.1,391.0,,,,,,,,,The Hills Have Eyes
5494,The Himalayas,,,,,,,,,,115.0,"$50,544,493","$696,717",1.4%,"$49,847,776",98.6%,The Himalayas
5495,The Hitchhiker's Guide to the Galaxy,,,,,,,,"Apr 29, 2005"," $45,000,000",," $102,746,214"," $51,019,112",,,,The Hitchhiker's Guide to the Galaxy
5496,The Hitman's Bodyguard,,,,,,,,,,50.0,"$180,650,747","$75,468,583",41.8%,"$105,182,164",58.2%,The Hitman's Bodyguard
5497,The Hobbit: An Unexpected Journey,False,"[Action, Adventure, Fantasy]",en,25.724,2012-11-26,7.2,13036.0,"Dec 11, 2012"," $200,000,000",," $1,017,003,568"," $303,003,568",,,,The Hobbit: An Unexpected Journey
5498,The Hobbit: The Battle of the Five Armies,False,"[Action, Adventure, Fantasy]",en,47.946999999999996,2014-12-10,7.3,9323.0,"Dec 10, 2014"," $250,000,000",," $945,577,621"," $255,119,788",,,,The Hobbit: The Battle of the Five Armies
